Postcode,Latitude,Longitude,Terminated,Population,Households,Built Up Area
NN17 2TJ,52.492184,-0.718578,,49,18,Corby
NN17 2TL,52.492288,-0.719061,,41,12,Corby
NN17 2TN,52.492303,-0.72046,,26,12,Corby
NN17 2TP,52.495201,-0.719875,,66,26,Corby
NN17 2TQ,52.491441,-0.717215,,56,21,Corby
NN17 2TR,52.494191,-0.71961,,50,26,Corby
NN17 2TS,52.493504,-0.718451,,63,23,Corby
NN17 2TT,52.492869,-0.717056,,28,10,Corby
NN17 2TU,52.49825,-0.720022,,39,32,Corby
NN17 2TW,52.496567,-0.719821,,44,16,Corby
NN17 2TX,52.497496,-0.720147,,23,13,Corby
NN17 2UE,52.497406,-0.710162,,116,54,Corby
NN17 2UG,52.493248,-0.712406,,3,2,Corby
NN17 2UJ,52.485134,-0.73348,,7,3,
NN17 2UP,52.501017,-0.71648,,3,3,Corby
NN17 2UQ,52.492115,-0.734694,,1,1,
NN17 2UT,52.503104,-0.705075,,92,35,Corby
NN17 2UU,52.502993,-0.703899,,17,8,Corby
NN17 2UY,52.502895,-0.70651,,77,35,Corby
NN17 2UZ,52.502765,-0.706116,,15,7,Corby
NN17 2XJ,52.493419,-0.71975,,34,28,Corby
NN17 2YA,52.504784,-0.702462,,20,9,Corby
NN17 2YB,52.50385,-0.700913,,136,47,Corby
NN17 2YD,52.503365,-0.700191,,70,28,Corby
NN17 2YE,52.499828,-0.705569,,176,57,Corby
NN17 2YF,52.50096,-0.706272,,77,30,Corby
NN17 2YG,52.500743,-0.707059,,41,22,Corby
NN17 2YH,52.500131,-0.704514,,85,24,Corby
NN17 2YJ,52.499874,-0.706466,,71,24,Corby
NN17 3AA,52.568062,-0.633257,,6,2,
NN17 3AB,52.547971,-0.625665,,18,4,
NN17 3AD,52.564992,-0.65166,,92,39,
NN17 3AE,52.565344,-0.647828,,13,6,
NN17 3AF,52.566617,-0.649117,,23,8,
NN17 3AG,52.565628,-0.637329,,17,8,
NN17 3AH,52.566389,-0.645702,,62,32,
NN17 3AQ,52.56001,-0.655545,,7,1,
NN17 3AS,52.51151,-0.649569,,5,2,
NN17 3AT,52.55439,-0.60415,,75,32,
NN17 3AU,52.562773,-0.575057,,66,6,
NN17 3AX,52.553003,-0.59716,,14,5,
NN17 3AY,52.556293,-0.597793,,6,2,
NN17 3AZ,52.558951,-0.606646,,20,6,
NN17 3BA,52.570621,-0.570481,,7,4,
NN17 3BB,52.573666,-0.553233,,30,14,
NN17 3BD,52.536168,-0.67634,,9,5,Gretton (Corby)
NN17 3BE,52.535556,-0.675488,,10,4,Gretton (Corby)
NN17 3BH,52.534634,-0.61837,,2,1,
NN17 3BJ,52.536609,-0.677152,,11,4,Gretton (Corby)
NN17 3BL,52.496315,-0.64155,,84,26,Corby
NN17 3BN,52.534885,-0.674978,,45,14,Gretton (Corby)
NN17 3BP,52.537511,-0.67742,,4,1,Gretton (Corby)
NN17 3BQ,52.536678,-0.674526,,8,4,Gretton (Corby)
NN17 3BS,52.541489,-0.669059,,3,2,Gretton (Corby)
NN17 3BT,52.538681,-0.677547,,16,7,Gretton (Corby)
NN17 3BU,52.539159,-0.678447,,44,18,Gretton (Corby)
NN17 3BX,52.538743,-0.670276,,79,36,Gretton (Corby)
NN17 3BY,52.537029,-0.674515,,16,5,Gretton (Corby)
NN17 3BZ,52.537105,-0.677285,,38,18,Gretton (Corby)
NN17 3DA,52.539276,-0.685021,,5,2,
NN17 3DB,52.537867,-0.673179,,184,75,Gretton (Corby)
NN17 3DD,52.542246,-0.670745,,39,15,Gretton (Corby)
NN17 3DE,52.538239,-0.67585,,106,36,Gretton (Corby)
NN17 3DF,52.537577,-0.675324,,65,29,Gretton (Corby)
NN17 3DG,52.537269,-0.671102,,107,41,Gretton (Corby)
NN17 3DH,52.537803,-0.676187,,13,6,Gretton (Corby)
NN17 3DJ,52.538131,-0.678227,,11,4,Gretton (Corby)
NN17 3DL,52.539355,-0.673576,,28,13,Gretton (Corby)
NN17 3DN,52.537449,-0.679103,,107,41,Gretton (Corby)
NN17 3DP,52.535794,-0.671058,,42,16,Gretton (Corby)
NN17 3DQ,52.536737,-0.670145,,146,57,Gretton (Corby)
NN17 3DR,52.536386,-0.670952,,16,6,Gretton (Corby)
NN17 3DS,52.538344,-0.674034,,11,5,Gretton (Corby)
NN17 3DT,52.539053,-0.669795,,40,15,Gretton (Corby)
NN17 3DU,52.545405,-0.587181,,2,1,
NN17 3DW,52.536877,-0.669772,,25,13,Gretton (Corby)
NN17 3DX,52.535768,-0.609253,,2,1,
NN17 3DY,52.536828,-0.581221,,139,61,
NN17 3DZ,52.535882,-0.587783,,7,3,
NN17 3EA,52.536887,-0.579345,,12,5,
NN17 3EB,52.537434,-0.681801,,32,9,Gretton (Corby)
NN17 3ED,52.498552,-0.639905,,122,38,Corby
NN17 3EE,52.498642,-0.636764,,28,14,Corby
NN17 3EF,52.535848,-0.674226,,8,2,Gretton (Corby)
NN17 3EG,52.51658,-0.58706,,1,1,
NN17 3EH,52.524507,-0.590652,,3,1,
NN17 3EJ,52.523235,-0.606936,,32,15,
NN17 3EL,52.526774,-0.583991,,2,1,
NN17 3EP,52.516147,-0.590758,,93,39,
NN17 3EQ,52.507897,-0.606198,,4,1,
NN17 3EW,52.523999,-0.602372,,7,5,
NN17 3EX,52.534782,-0.673816,,2,2,Gretton (Corby)
NN17 3GA,52.497775,-0.644215,,22,7,Corby
NN17 3HA,52.496372,-0.637954,,10,4,Corby
NN17 3HB,52.496885,-0.638026,,46,21,Corby
NN17 3HD,52.496383,-0.637335,,9,7,Corby
NN17 3HE,52.496707,-0.636618,,21,12,Corby
NN17 3HF,52.494505,-0.642946,,88,42,Corby
NN17 3HG,52.494812,-0.642981,,47,22,Corby
NN17 3HH,52.497682,-0.643172,,55,20,Corby
NN17 3HJ,52.496136,-0.644045,,7,4,Corby
NN17 3HL,52.498355,-0.643151,,60,21,Corby
NN17 3HN,52.497972,-0.641072,,33,13,Corby
NN17 3HP,52.497151,-0.640022,,84,43,Corby
NN17 3HQ,52.497572,-0.636002,,52,18,Corby
NN17 3HR,52.497651,-0.636618,,19,8,Corby
NN17 3HS,52.495368,-0.638942,,18,9,Corby
NN17 3HT,52.495104,-0.641793,,74,30,Corby
NN17 3HU,52.495913,-0.645819,,96,40,Corby
NN17 3HW,52.497407,-0.641929,,87,34,Corby
NN17 3HX,52.49541,-0.647352,,71,29,Corby
NN17 3HY,52.497425,-0.641235,,9,6,Corby
NN17 3HZ,52.497301,-0.637454,,15,6,Corby
NN17 3JA,52.497106,-0.635294,,20,7,Corby
NN17 3JD,52.495511,-0.641324,,20,14,Corby
NN17 3JE,52.503844,-0.619395,,2,1,
NN17 3JF,52.492062,-0.638455,,6,3,Corby
NN17 3JG,52.488638,-0.646499,,1,1,Corby
NN17 3JJ,52.495744,-0.6365,,32,15,Corby
NN17 3JL,52.49717,-0.633819,,47,18,Corby
NN17 3JN,52.49634,-0.633595,,31,12,Corby
NN17 3JP,52.497386,-0.630734,,32,14,Corby
NN17 3JQ,52.494232,-0.638742,,10,7,Corby
NN17 3JR,52.495901,-0.632975,,18,7,Corby
NN17 3JS,52.495779,-0.63015,,2,1,Corby
NN17 3JT,52.495569,-0.633044,,21,10,Corby
NN17 3JU,52.491552,-0.629265,,61,38,
NN17 3JW,52.498235,-0.628733,,99,37,Corby
NN17 3JX,52.49529,-0.634585,,38,16,Corby
NN17 3JY,52.493262,-0.635634,,73,34,Corby
NN17 3JZ,52.492428,-0.630446,,85,44,
NN17 3LA,52.493389,-0.630313,,68,25,
NN17 3LB,52.495401,-0.63791,,11,3,Corby
NN17 3LF,52.495003,-0.636214,,62,21,Corby
NN17 3LG,52.494911,-0.637572,,17,5,Corby
NN17 3LH,52.486177,-0.61631,,2,1,
NN17 3LP,52.496813,-0.630177,,40,14,Corby
NN17 3LQ,52.496143,-0.631347,,11,3,Corby
NN17 3LR,52.498078,-0.638564,,31,8,Corby
NN17 4AF,52.503258,-0.696923,,39,11,Corby
NN17 4AG,52.503635,-0.696882,,93,39,Corby
NN17 4AH,52.503174,-0.697515,,39,16,Corby
NN17 4AJ,52.5034,-0.695961,,166,62,Corby
NN17 4AN,52.5067,-0.702612,,173,60,Corby
NN17 4BA,52.511239,-0.683824,,13,6,Corby
NN17 4BB,52.516855,-0.6674,,13,6,
NN17 4JW,52.50734,-0.684764,,4,1,Corby
NN17 4UB,52.506977,-0.684614,,1,1,Corby
NN17 5ED,52.506193,-0.639757,,5,2,Corby
NN17 5EF,52.505308,-0.63949,,13,6,Corby
NN17 5EG,52.504854,-0.639916,,10,5,Corby
NN17 5EH,52.503797,-0.640273,,21,11,
NN17 5EL,52.505384,-0.640622,,38,20,Corby
NN17 5ET,52.50595,-0.640546,,4,2,Corby
NN17 5JG,52.502504,-0.646663,,2,1,Corby
NN17 5JX,52.503714,-0.653373,,2,1,Corby
NN17 5UE,52.490458,-0.674649,,53,25,Corby
NN18 0AB,52.491001,-0.720557,,44,17,Corby
NN18 0AD,52.48952,-0.725814,,33,14,Corby
NN18 0AE,52.488946,-0.725963,,64,30,Corby
NN18 0AF,52.48716,-0.724527,,32,30,Corby
NN18 0AG,52.487533,-0.722439,,77,32,Corby
NN18 0AH,52.488453,-0.722737,,52,23,Corby
NN18 0AJ,52.488849,-0.723624,,43,21,Corby
NN18 0AL,52.489372,-0.722946,,32,18,Corby
NN18 0AN,52.486976,-0.722514,,9,5,Corby
NN18 0AP,52.48763,-0.721584,,4,2,Corby
NN18 0AQ,52.48877,-0.722963,,27,12,Corby
NN18 0AR,52.488092,-0.721819,,17,7,Corby
NN18 0AS,52.488739,-0.721742,,43,19,Corby
NN18 0AT,52.489983,-0.722884,,41,19,Corby
NN18 0AU,52.486508,-0.722603,,7,2,Corby
NN18 0AW,52.487405,-0.721456,,33,13,Corby
NN18 0AX,52.487256,-0.723449,,29,17,Corby
NN18 0AY,52.489078,-0.724044,,70,24,Corby
NN18 0AZ,52.490015,-0.723384,,7,4,Corby
NN18 0BA,52.490738,-0.722906,,28,10,Corby
NN18 0BB,52.489445,-0.724682,,16,7,Corby
NN18 0BD,52.490224,-0.726073,,47,22,Corby
NN18 0BE,52.490799,-0.726852,,16,6,Corby
NN18 0BG,52.491321,-0.727765,,28,11,Corby
NN18 0BH,52.489967,-0.724711,,33,17,Corby
NN18 0BJ,52.491195,-0.726119,,30,13,Corby
NN18 0BL,52.491996,-0.72614,,86,36,Corby
NN18 0BN,52.492949,-0.72947,,65,30,Corby
NN18 0BP,52.492651,-0.728566,,74,28,Corby
NN18 0BQ,52.492049,-0.728568,,65,24,Corby
NN18 0BS,52.491126,-0.728831,,42,18,Corby
NN18 0BT,52.489626,-0.72151,,41,21,Corby
NN18 0BU,52.490875,-0.728057,,19,13,Corby
NN18 0BW,52.492375,-0.727086,,25,14,Corby
NN18 0DA,52.487939,-0.726743,,11,5,Corby
NN18 0DB,52.489072,-0.727667,,29,14,Corby
NN18 0DD,52.489936,-0.730249,,65,31,Corby
NN18 0DE,52.4906,-0.730127,,16,7,Corby
NN18 0DF,52.491243,-0.730536,,34,12,Corby
NN18 0DG,52.491682,-0.729595,,28,11,Corby
NN18 0DH,52.489342,-0.730988,,20,7,Corby
NN18 0DJ,52.489121,-0.728978,,10,2,Corby
NN18 0DL,52.489049,-0.730555,,55,22,Corby
NN18 0DN,52.490815,-0.731741,,102,39,Corby
NN18 0DP,52.491392,-0.730988,,27,13,Corby
NN18 0DQ,52.490442,-0.731339,,39,16,Corby
NN18 0DR,52.490647,-0.729419,,70,27,Corby
NN18 0DS,52.490112,-0.729847,,15,6,Corby
NN18 0DT,52.490024,-0.727566,,29,12,Corby
NN18 0DU,52.489571,-0.72655,,5,5,Corby
NN18 0DW,52.489689,-0.731479,,47,17,Corby
NN18 0DX,52.488421,-0.727333,,46,16,Corby
NN18 0DY,52.488349,-0.728101,,32,14,Corby
NN18 0DZ,52.488606,-0.72612,,94,54,Corby
NN18 0EG,52.484692,-0.717456,,52,22,Corby
NN18 0EH,52.485888,-0.720793,,12,7,Corby
NN18 0EJ,52.485455,-0.718214,,11,8,Corby
NN18 0EL,52.485716,-0.718207,,51,22,Corby
NN18 0EN,52.485386,-0.716802,,30,12,Corby
NN18 0EP,52.486258,-0.717631,,51,21,Corby
NN18 0EQ,52.485535,-0.719802,,34,20,Corby
NN18 0ER,52.486894,-0.717392,,47,20,Corby
NN18 0ES,52.486373,-0.719086,,67,37,Corby
NN18 0ET,52.487229,-0.718487,,34,16,Corby
NN18 0EU,52.48816,-0.71896,,30,11,Corby
NN18 0EW,52.488426,-0.716964,,26,8,Corby
NN18 0EX,52.488701,-0.718238,,10,5,Corby
NN18 0EY,52.489077,-0.718948,,23,7,Corby
NN18 0EZ,52.489071,-0.720024,,46,20,Corby
NN18 0HA,52.48938,-0.721208,,44,19,Corby
NN18 0HB,52.487435,-0.717523,,43,20,Corby
NN18 0HD,52.487705,-0.717618,,32,15,Corby
NN18 0HE,52.48874,-0.717736,,72,28,Corby
NN18 0HF,52.489255,-0.717942,,26,10,Corby
NN18 0HG,52.489674,-0.71924,,16,10,Corby
NN18 0HH,52.490123,-0.720067,,12,6,Corby
NN18 0HJ,52.490629,-0.721908,,70,23,Corby
NN18 0HL,52.488426,-0.720204,,80,37,Corby
NN18 0HN,52.487675,-0.720653,,28,12,Corby
NN18 0HP,52.48674,-0.718957,,22,11,Corby
NN18 0HQ,52.489923,-0.720662,,41,17,Corby
NN18 0HR,52.487205,-0.719548,,49,22,Corby
NN18 0HW,52.48806,-0.719685,,21,9,Corby
NN18 0HZ,52.481889,-0.725121,,70,24,Corby
NN18 0JA,52.48241,-0.724252,,40,18,Corby
NN18 0JB,52.482963,-0.723897,,31,14,Corby
NN18 0JD,52.483636,-0.722906,,61,27,Corby
NN18 0JE,52.484207,-0.722477,,15,9,Corby
NN18 0JF,52.483108,-0.725838,,116,49,Corby
NN18 0JG,52.483497,-0.725179,,55,27,Corby
NN18 0JH,52.48449,-0.723735,,57,27,Corby
NN18 0JJ,52.48458,-0.726414,,83,36,Corby
NN18 0JL,52.484557,-0.72416,,15,5,Corby
NN18 0JN,52.484422,-0.725064,,19,9,Corby
NN18 0JP,52.484858,-0.724564,,66,27,Corby
NN18 0JQ,52.484936,-0.722544,,21,10,Corby
NN18 0JR,52.485475,-0.726696,,42,17,Corby
NN18 0JS,52.485759,-0.725688,,56,19,Corby
NN18 0JT,52.486395,-0.726125,,118,44,Corby
NN18 0JU,52.486959,-0.726801,,37,21,Corby
NN18 0JW,52.485921,-0.72309,,50,25,Corby
NN18 0JX,52.486644,-0.724232,,35,15,Corby
NN18 0JY,52.484804,-0.712107,,42,35,Corby
NN18 0LA,52.483276,-0.722047,,10,9,Corby
NN18 0LE,52.481589,-0.726499,,74,31,Corby
NN18 0LF,52.482688,-0.726718,,19,8,Corby
NN18 0LG,52.48415,-0.727206,,78,38,Corby
NN18 0LH,52.486603,-0.727901,,20,8,Corby
NN18 0LJ,52.487233,-0.727146,,75,35,Corby
NN18 0LL,52.48805,-0.725399,,9,7,Corby
NN18 0LN,52.485642,-0.72139,,39,16,Corby
NN18 0LP,52.483389,-0.722515,,44,25,Corby
NN18 0LQ,52.485553,-0.728137,,36,15,Corby
NN18 0LR,52.482224,-0.722902,,40,21,Corby
NN18 0LS,52.481888,-0.724223,,44,20,Corby
NN18 0LT,52.480994,-0.724898,,9,4,Corby
NN18 0LU,52.482116,-0.726175,,25,8,Corby
NN18 0LW,52.484606,-0.722009,,30,14,Corby
NN18 0LX,52.482402,-0.727757,,49,18,Corby
NN18 0LY,52.48319,-0.726764,,14,10,Corby
NN18 0LZ,52.483303,-0.727863,,41,19,Corby
NN18 0NA,52.484316,-0.728482,,21,8,Corby
NN18 0NB,52.484911,-0.728583,,14,8,Corby
NN18 0ND,52.485822,-0.728925,,34,14,Corby
NN18 0NE,52.485054,-0.730184,,123,48,Corby
NN18 0NF,52.484496,-0.730112,,101,39,Corby
NN18 0NP,52.48213,-0.719165,,34,17,Corby
NN18 0NR,52.482049,-0.720787,,106,38,Corby
NN18 0NS,52.481788,-0.721663,,38,16,Corby
NN18 0NT,52.481931,-0.719936,,65,28,Corby
NN18 0NU,52.482961,-0.718669,,43,14,Corby
NN18 0NW,52.481701,-0.722726,,79,31,Corby
NN18 0NX,52.481904,-0.718229,,15,6,Corby
NN18 0NY,52.483995,-0.720348,,97,35,Corby
NN18 0NZ,52.483665,-0.720637,,51,20,Corby
NN18 0PA,52.483301,-0.720221,,80,29,Corby
NN18 0PB,52.482577,-0.7198,,64,21,Corby
NN18 0PD,52.482312,-0.721854,,7,6,Corby
NN18 0PE,52.483533,-0.716768,,21,6,Corby
NN18 0PF,52.483329,-0.717819,,25,9,Corby
NN18 0PG,52.482576,-0.717164,,87,39,Corby
NN18 0PH,52.48493,-0.719496,,99,35,Corby
NN18 0PJ,52.485296,-0.720987,,68,28,Corby
NN18 0PL,52.484032,-0.718005,,46,22,Corby
NN18 0PN,52.483889,-0.717243,,54,24,Corby
NN18 0PQ,52.48293,-0.715858,,99,37,Corby
NN18 0PW,52.484322,-0.718998,,48,12,Corby
NN18 0PX,52.480997,-0.727532,,57,25,Corby
NN18 0PY,52.480925,-0.725767,,24,10,Corby
NN18 0PZ,52.481299,-0.72879,,50,22,Corby
NN18 0QA,52.481249,-0.728305,,124,53,Corby
NN18 0QB,52.481015,-0.726648,,30,12,Corby
NN18 0QD,52.48015,-0.728146,,11,5,Corby
NN18 0QG,52.480397,-0.726872,,29,12,Corby
NN18 0QH,52.481208,-0.722888,,37,16,Corby
NN18 0QJ,52.481536,-0.719094,,29,11,Corby
NN18 0QL,52.482138,-0.717383,,67,24,Corby
NN18 0QN,52.482414,-0.715519,,24,11,Corby
NN18 0QQ,52.480733,-0.725478,,17,8,Corby
NN18 0QR,52.481359,-0.7244,,15,8,Corby
NN18 0QS,52.48104,-0.723938,,35,23,Corby
NN18 0QT,52.481903,-0.711514,,151,48,Corby
NN18 0QU,52.480923,-0.710718,,132,43,Corby
NN18 0QW,52.480905,-0.720643,,45,14,Corby
NN18 0RA,52.48207,-0.732788,,14,8,Corby
NN18 0RG,52.483787,-0.702888,,162,57,Corby
NN18 0RH,52.484284,-0.706467,,131,42,Corby
NN18 0RJ,52.483986,-0.699716,,18,7,Corby
NN18 0RQ,52.483863,-0.709086,,58,24,Corby
NN18 0RR,52.484508,-0.708875,,41,26,Corby
NN18 0RS,52.485314,-0.704463,,54,17,Corby
NN18 0RT,52.485308,-0.701386,,139,64,Corby
NN18 0RU,52.484582,-0.706517,,105,40,Corby
NN18 0RX,52.48586,-0.706656,,82,27,Corby
NN18 0RY,52.48531,-0.709795,,133,65,Corby
NN18 0RZ,52.485505,-0.707123,,30,10,Corby
NN18 0SA,52.485446,-0.705844,,33,9,Corby
NN18 0SB,52.485478,-0.706255,,29,10,Corby
NN18 0SD,52.485095,-0.706649,,86,26,Corby
NN18 0SE,52.48488,-0.70913,,70,34,Corby
NN18 0SF,52.48411,-0.710257,,75,22,Corby
NN18 0SG,52.484392,-0.710558,,42,18,Corby
NN18 0SH,52.485004,-0.704075,,40,17,Corby
NN18 0SJ,52.484977,-0.703251,,45,18,Corby
NN18 0SL,52.484933,-0.702442,,21,10,Corby
NN18 0SN,52.484582,-0.701643,,60,17,Corby
NN18 0SP,52.484526,-0.700628,,18,7,Corby
NN18 0SQ,52.484457,-0.70334,,62,23,Corby
NN18 0SR,52.484401,-0.699071,,35,13,Corby
NN18 0SS,52.484384,-0.699955,,17,7,Corby
NN18 0SW,52.484559,-0.701216,,36,15,Corby
NN18 0TA,52.482945,-0.729685,,164,66,Corby
NN18 0TB,52.483157,-0.732712,,42,16,Corby
NN18 0TD,52.482677,-0.732432,,31,13,Corby
NN18 0TE,52.482383,-0.731778,,15,7,Corby
NN18 0TH,52.483259,-0.731369,,43,22,Corby
NN18 0TJ,52.481365,-0.734104,,15,8,Corby
NN18 0TL,52.481232,-0.731825,,51,18,Corby
NN18 0TN,52.481665,-0.73277,,65,32,Corby
NN18 0TW,52.492492,-0.726436,,4,0,Corby
NN18 8AP,52.476901,-0.707906,,51,23,Corby
NN18 8AY,52.481402,-0.695301,,12,5,Corby
NN18 8BA,52.482014,-0.701144,,12,4,Corby
NN18 8BB,52.480879,-0.700102,,14,6,Corby
NN18 8BD,52.480536,-0.699126,,32,16,Corby
NN18 8BE,52.480122,-0.697459,,60,23,Corby
NN18 8BF,52.481448,-0.694578,,29,20,Corby
NN18 8BG,52.480356,-0.695877,,78,28,Corby
NN18 8BH,52.481592,-0.698682,,83,36,Corby
NN18 8BJ,52.482379,-0.69835,,41,20,Corby
NN18 8BL,52.482096,-0.696282,,28,13,Corby
NN18 8BP,52.47976,-0.698103,,102,40,Corby
NN18 8BQ,52.480341,-0.694552,,34,11,Corby
NN18 8BS,52.48023,-0.699105,,26,7,Corby
NN18 8BT,52.479713,-0.699562,,40,14,Corby
NN18 8BU,52.480284,-0.700724,,75,25,Corby
NN18 8BW,52.481464,-0.701764,,91,33,Corby
NN18 8BX,52.482666,-0.697414,,34,17,Corby
NN18 8BY,52.48155,-0.699832,,25,12,Corby
NN18 8BZ,52.482585,-0.699051,,92,42,Corby
NN18 8DA,52.480991,-0.698052,,89,36,Corby
NN18 8DB,52.480567,-0.696224,,79,25,Corby
NN18 8DE,52.475904,-0.710497,,66,28,Corby
NN18 8DF,52.476557,-0.70849,,123,45,Corby
NN18 8DH,52.474046,-0.710757,,101,38,Corby
NN18 8DJ,52.477543,-0.700834,,118,45,Corby
NN18 8DL,52.483674,-0.695882,,34,15,Corby
NN18 8DN,52.481321,-0.692859,,15,8,Corby
NN18 8DP,52.483563,-0.692351,,139,47,Corby
NN18 8DQ,52.475734,-0.675577,,22,8,
NN18 8DR,52.482334,-0.695082,,41,18,Corby
NN18 8DS,52.483189,-0.69516,,57,18,Corby
NN18 8DT,52.482101,-0.692674,,148,51,Corby
NN18 8DU,52.48332,-0.694007,,20,10,Corby
NN18 8DW,52.483361,-0.692828,,79,29,Corby
NN18 8DX,52.482778,-0.693773,,16,9,Corby
NN18 8DY,52.483908,-0.694314,,8,5,Corby
NN18 8DZ,52.481873,-0.694006,,39,18,Corby
NN18 8EA,52.48092,-0.693975,,23,8,Corby
NN18 8EB,52.481792,-0.694863,,13,8,Corby
NN18 8ED,52.482614,-0.695133,,78,30,Corby
NN18 8EE,52.48109,-0.693146,,105,36,Corby
NN18 8EF,52.479195,-0.694144,,52,19,Corby
NN18 8EG,52.479991,-0.694548,,150,55,Corby
NN18 8EH,52.47558,-0.711228,,60,27,Corby
NN18 8EJ,52.475069,-0.7122,,127,62,Corby
NN18 8EL,52.474333,-0.712354,,59,23,Corby
NN18 8EN,52.477173,-0.700727,,123,39,Corby
NN18 8EP,52.488852,-0.677996,,34,25,Corby
NN18 8ER,52.487986,-0.678597,,72,31,Corby
NN18 8ES,52.488875,-0.676861,,22,9,Corby
NN18 8ET,52.486644,-0.667253,,13,1,Corby
NN18 8EU,52.473913,-0.709303,,162,58,Corby
NN18 8EW,52.489403,-0.675078,,19,9,Corby
NN18 8EX,52.481081,-0.695576,,34,21,Corby
NN18 8FB,52.478013,-0.70107,,32,12,Corby
NN18 8FD,52.478333,-0.700737,,152,52,Corby
NN18 8FE,52.475701,-0.701006,,89,31,Corby
NN18 8FF,52.47822,-0.703612,,199,79,Corby
NN18 8FG,52.478945,-0.702471,,70,21,Corby
NN18 8FH,52.476164,-0.703039,,112,47,Corby
NN18 8FJ,52.475353,-0.702827,,101,40,Corby
NN18 8FN,52.474885,-0.700308,,64,23,Corby
NN18 8FR,52.460376,-0.731954,,58,23,Corby
NN18 8FS,52.458645,-0.731518,,99,32,Corby
NN18 8FT,52.45892,-0.730332,,32,19,Corby
NN18 8FW,52.459681,-0.730914,,217,94,Corby
NN18 8FX,52.459458,-0.731921,,112,51,Corby
NN18 8FY,52.477093,-0.674859,,57,22,
NN18 8FZ,52.475866,-0.673718,,41,23,
NN18 8GF,52.47677,-0.670172,,52,20,
NN18 8GJ,52.473547,-0.673788,,51,26,
NN18 8GL,52.472778,-0.671705,,13,7,
NN18 8GN,52.4739,-0.675529,,20,9,
NN18 8GR,52.472974,-0.672333,,6,4,
NN18 8GS,52.476474,-0.671035,,7,4,
NN18 8GT,52.473535,-0.670446,,14,3,
NN18 8GW,52.474256,-0.674414,,7,3,
NN18 8GX,52.476345,-0.672349,,13,4,
NN18 8HA,52.462041,-0.686984,,61,26,
NN18 8HB,52.463768,-0.722171,,5,4,Corby
NN18 8HD,52.463687,-0.723822,,15,8,Corby
NN18 8HE,52.457064,-0.681657,,7,2,
NN18 8HF,52.458354,-0.712937,,10,5,
NN18 8HG,52.465088,-0.722883,,32,15,Corby
NN18 8HH,52.465682,-0.709647,,1,1,Corby
NN18 8HJ,52.461396,-0.718972,,52,20,
NN18 8HL,52.462702,-0.724174,,12,6,Corby
NN18 8HN,52.464125,-0.718613,,3,2,
NN18 8HP,52.46764,-0.724384,,46,19,Corby
NN18 8HQ,52.465373,-0.72183,,50,19,Corby
NN18 8HR,52.461457,-0.72053,,9,2,
NN18 8HU,52.46101,-0.729051,,44,20,Corby
NN18 8HW,52.463538,-0.731716,,3,1,Corby
NN18 8HX,52.464594,-0.724605,,61,26,Corby
NN18 8HY,52.469195,-0.722705,,40,18,Corby
NN18 8HZ,52.468715,-0.72319,,33,14,Corby
NN18 8JA,52.469844,-0.722907,,33,12,Corby
NN18 8JB,52.468368,-0.722744,,11,6,Corby
NN18 8JD,52.468159,-0.724193,,45,20,Corby
NN18 8JE,52.469029,-0.72402,,12,5,Corby
NN18 8JF,52.472452,-0.709833,,6,1,Corby
NN18 8JG,52.466675,-0.723338,,77,26,Corby
NN18 8JH,52.469283,-0.721702,,33,14,Corby
NN18 8JJ,52.464054,-0.728727,,144,55,Corby
NN18 8JL,52.46816,-0.721749,,127,45,Corby
NN18 8JN,52.465491,-0.726875,,118,40,Corby
NN18 8JP,52.466401,-0.72629,,123,42,Corby
NN18 8JQ,52.462413,-0.729113,,71,24,Corby
NN18 8JR,52.464266,-0.726661,,94,34,Corby
NN18 8JT,52.461938,-0.723401,,42,15,Corby
NN18 8JU,52.463745,-0.728442,,29,12,Corby
NN18 8JW,52.461274,-0.73025,,51,24,Corby
NN18 8LA,52.467437,-0.712363,,2,1,Corby
NN18 8LB,52.472848,-0.714723,,160,59,Corby
NN18 8LD,52.47274,-0.715521,,42,17,Corby
NN18 8LE,52.471957,-0.713748,,106,42,Corby
NN18 8LF,52.470553,-0.710359,,85,29,Corby
NN18 8LG,52.470955,-0.716721,,121,62,Corby
NN18 8LJ,52.475098,-0.708475,,49,22,Corby
NN18 8LL,52.475666,-0.706793,,181,72,Corby
NN18 8LN,52.472947,-0.712998,,117,52,Corby
NN18 8LP,52.473164,-0.712358,,129,67,Corby
NN18 8LQ,52.462445,-0.726227,,108,36,Corby
NN18 8LR,52.461737,-0.725615,,86,37,Corby
NN18 8LS,52.480346,-0.701458,,33,13,Corby
NN18 8LT,52.461877,-0.727774,,105,37,Corby
NN18 8LU,52.470376,-0.721317,,111,48,Corby
NN18 8LW,52.469554,-0.720163,,47,23,Corby
NN18 8LZ,52.471353,-0.711115,,175,66,Corby
NN18 8NA,52.470286,-0.718051,,74,35,Corby
NN18 8NB,52.469587,-0.717409,,152,64,Corby
NN18 8ND,52.473535,-0.711685,,55,15,Corby
NN18 8NE,52.472957,-0.710656,,50,18,Corby
NN18 8NF,52.470986,-0.706327,,81,25,Corby
NN18 8NG,52.469197,-0.716287,,130,47,Corby
NN18 8NH,52.468827,-0.71777,,82,33,Corby
NN18 8NJ,52.468704,-0.715595,,90,35,Corby
