Postcode,Latitude,Longitude,Terminated,Population,Households,Built Up Area
NN9 5LE,52.319006,-0.618845,,27,12,Irthlingborough
NN9 5LF,52.337157,-0.665615,,7,4,Finedon
NN9 5LG,52.336338,-0.656026,,75,33,Finedon
NN9 5LH,52.337689,-0.655764,,10,3,Finedon
NN9 5LJ,52.337022,-0.652145,,104,45,Finedon
NN9 5LL,52.338004,-0.657869,,15,7,Finedon
NN9 5LN,52.338227,-0.653738,,16,12,Finedon
NN9 5LP,52.336004,-0.653556,,120,58,Finedon
NN9 5LQ,52.337445,-0.654598,,54,30,Finedon
NN9 5LR,52.335159,-0.654345,,120,49,Finedon
NN9 5LS,52.335209,-0.656428,,66,29,Finedon
NN9 5LT,52.337513,-0.655329,,3,2,Finedon
NN9 5LU,52.337715,-0.656146,,10,6,Finedon
NN9 5LW,52.336048,-0.652733,,106,52,Finedon
NN9 5LX,52.337519,-0.656358,,24,17,Finedon
NN9 5LY,52.337712,-0.65666,,11,6,Finedon
NN9 5LZ,52.33824,-0.657319,,5,2,Finedon
NN9 5NA,52.33824,-0.658904,,97,46,Finedon
NN9 5NB,52.337436,-0.658562,,59,36,Finedon
NN9 5ND,52.336381,-0.659034,,47,22,Finedon
NN9 5NE,52.336372,-0.657771,,69,33,Finedon
NN9 5NF,52.334665,-0.659115,,115,45,Finedon
NN9 5NG,52.333872,-0.660592,,5,3,Finedon
NN9 5NH,52.337059,-0.656959,,41,24,Finedon
NN9 5NJ,52.337598,-0.666468,,29,13,Finedon
NN9 5NL,52.338187,-0.664469,,56,27,Finedon
NN9 5NN,52.337596,-0.660759,,3,1,Finedon
NN9 5NP,52.328362,-0.669475,,4,3,
NN9 5NQ,52.351302,-0.683498,,7,4,
NN9 5NR,52.338259,-0.662104,,25,10,Finedon
NN9 5NS,52.341343,-0.665284,,9,3,
NN9 5NT,52.342277,-0.669249,,4,2,
NN9 5NU,52.349173,-0.682035,,2,1,
NN9 5NW,52.333512,-0.660515,,11,6,Finedon
NN9 5NX,52.346334,-0.694363,,19,7,
NN9 5NY,52.342792,-0.68742,,3,2,
NN9 5NZ,52.340304,-0.689328,,37,21,
NN9 5PA,52.318267,-0.624091,,150,53,Irthlingborough
NN9 5PB,52.318775,-0.62365,,26,11,Irthlingborough
NN9 5PD,52.31796,-0.623162,,56,23,Irthlingborough
NN9 5PE,52.320519,-0.62364,,14,6,Irthlingborough
NN9 5PF,52.318151,-0.623376,,19,8,Irthlingborough
NN9 5PG,52.320762,-0.622165,,73,27,Irthlingborough
NN9 5PH,52.318091,-0.622058,,19,7,Irthlingborough
NN9 5PJ,52.319457,-0.625155,,34,11,Irthlingborough
NN9 5PL,52.323856,-0.616068,,19,11,Irthlingborough
NN9 5PN,52.313767,-0.629423,,6,1,
NN9 5PP,52.323521,-0.615169,,38,16,Irthlingborough
NN9 5PQ,52.326585,-0.608807,,33,12,Irthlingborough
NN9 5PR,52.323213,-0.616425,,64,34,Irthlingborough
NN9 5PS,52.322428,-0.614733,,64,27,Irthlingborough
NN9 5PT,52.319348,-0.621901,,110,38,Irthlingborough
NN9 5PU,52.324166,-0.616425,,90,51,Irthlingborough
NN9 5PW,52.323389,-0.614644,,79,44,Irthlingborough
NN9 5PX,52.32437,-0.61655,,82,35,Irthlingborough
NN9 5PY,52.318955,-0.6214,,47,24,Irthlingborough
NN9 5PZ,52.328385,-0.609763,,44,19,Irthlingborough
NN9 5QA,52.328234,-0.609137,,22,11,Irthlingborough
NN9 5QB,52.32793,-0.609278,,38,20,Irthlingborough
NN9 5QD,52.327148,-0.610095,,21,13,Irthlingborough
NN9 5QE,52.327461,-0.604568,,23,11,Irthlingborough
NN9 5QG,52.337101,-0.655945,,9,3,Finedon
NN9 5QH,52.332288,-0.61215,,1,1,
NN9 5QJ,52.31877,-0.620217,,36,12,Irthlingborough
NN9 5QL,52.32229,-0.619037,,30,22,Irthlingborough
NN9 5QN,52.323933,-0.613498,,16,11,Irthlingborough
NN9 5QP,52.321425,-0.617347,,145,55,Irthlingborough
NN9 5QR,52.322461,-0.616757,,90,42,Irthlingborough
NN9 5QS,52.321682,-0.616209,,18,8,Irthlingborough
NN9 5QT,52.321344,-0.61575,,130,48,Irthlingborough
NN9 5QU,52.319757,-0.616181,,34,13,Irthlingborough
NN9 5QW,52.315945,-0.622315,,73,26,Irthlingborough
NN9 5QX,52.320439,-0.619124,,141,44,Irthlingborough
NN9 5QY,52.320381,-0.619521,,163,56,Irthlingborough
NN9 5QZ,52.321803,-0.61999,,22,8,Irthlingborough
NN9 5RA,52.322378,-0.61965,,14,10,Irthlingborough
NN9 5RB,52.320151,-0.621436,,55,21,Irthlingborough
NN9 5RD,52.322986,-0.619338,,16,7,Irthlingborough
NN9 5RE,52.321479,-0.621175,,58,7,Irthlingborough
NN9 5RF,52.321138,-0.623121,,87,32,Irthlingborough
NN9 5RG,52.323718,-0.619226,,93,40,Irthlingborough
NN9 5RH,52.32308,-0.621257,,32,14,Irthlingborough
NN9 5RJ,52.324205,-0.620883,,85,49,Irthlingborough
NN9 5RL,52.324487,-0.620098,,87,45,Irthlingborough
NN9 5RN,52.324248,-0.618051,,32,13,Irthlingborough
NN9 5RP,52.319346,-0.619422,,41,13,Irthlingborough
NN9 5RQ,52.319642,-0.620175,,51,17,Irthlingborough
NN9 5RR,52.316716,-0.622878,,26,10,Irthlingborough
NN9 5RS,52.323786,-0.612416,,41,16,Irthlingborough
NN9 5RT,52.324869,-0.611223,,19,14,Irthlingborough
NN9 5RU,52.324617,-0.61195,,32,14,Irthlingborough
NN9 5RW,52.325063,-0.619361,,108,49,Irthlingborough
NN9 5RX,52.325323,-0.611664,,6,4,Irthlingborough
NN9 5RY,52.324714,-0.6134,,65,24,Irthlingborough
NN9 5RZ,52.31702,-0.623529,,31,9,Irthlingborough
NN9 5SA,52.325069,-0.612978,,13,6,Irthlingborough
NN9 5SB,52.325539,-0.612435,,7,6,Irthlingborough
NN9 5SD,52.326049,-0.612199,,45,33,Irthlingborough
NN9 5SF,52.327767,-0.608432,,37,28,Irthlingborough
NN9 5SG,52.32588,-0.609576,,32,12,Irthlingborough
NN9 5SH,52.326145,-0.607368,,30,17,Irthlingborough
NN9 5SJ,52.326245,-0.608187,,30,15,Irthlingborough
NN9 5SL,52.32685,-0.60692,,46,22,Irthlingborough
NN9 5SN,52.327109,-0.60904,,31,15,Irthlingborough
NN9 5SP,52.327711,-0.607539,,9,4,Irthlingborough
NN9 5SQ,52.326521,-0.609072,,22,10,Irthlingborough
NN9 5SR,52.326652,-0.609216,,9,3,Irthlingborough
NN9 5SS,52.328491,-0.608879,,28,11,Irthlingborough
NN9 5ST,52.32928,-0.607445,,74,31,Irthlingborough
NN9 5SU,52.330451,-0.60964,,99,49,Irthlingborough
NN9 5SW,52.315153,-0.623792,,126,44,Irthlingborough
NN9 5SX,52.330979,-0.611648,,45,18,Irthlingborough
NN9 5SY,52.331069,-0.613979,,125,46,Irthlingborough
NN9 5SZ,52.329902,-0.612607,,23,8,Irthlingborough
NN9 5TA,52.330017,-0.610915,,75,37,Irthlingborough
NN9 5TB,52.330426,-0.611313,,74,32,Irthlingborough
NN9 5TD,52.329335,-0.611025,,136,66,Irthlingborough
NN9 5TE,52.325797,-0.613218,,13,8,Irthlingborough
NN9 5TF,52.330868,-0.617551,,46,19,Irthlingborough
NN9 5TG,52.329398,-0.613327,,64,40,Irthlingborough
NN9 5TH,52.317253,-0.621908,,103,37,Irthlingborough
NN9 5TJ,52.326583,-0.613224,,11,6,Irthlingborough
NN9 5TL,52.328814,-0.61336,,77,31,Irthlingborough
NN9 5TN,52.326218,-0.613117,,29,10,Irthlingborough
NN9 5TP,52.326101,-0.614325,,20,14,Irthlingborough
NN9 5TQ,52.330188,-0.61474,,26,11,Irthlingborough
NN9 5TR,52.325411,-0.616078,,21,10,Irthlingborough
NN9 5TS,52.325972,-0.617895,,105,43,Irthlingborough
NN9 5TT,52.326543,-0.616791,,113,49,Irthlingborough
NN9 5TU,52.326695,-0.613909,,33,15,Irthlingborough
NN9 5TW,52.331061,-0.615652,,73,29,Irthlingborough
NN9 5TX,52.326993,-0.613739,,46,19,Irthlingborough
NN9 5TY,52.329227,-0.618674,,275,71,Irthlingborough
NN9 5TZ,52.328024,-0.613765,,98,54,Irthlingborough
NN9 5UA,52.324644,-0.613563,,15,9,Irthlingborough
NN9 5UB,52.330114,-0.619189,,55,22,Irthlingborough
NN9 5UD,52.328073,-0.611534,,80,45,Irthlingborough
NN9 5UE,52.327929,-0.610761,,28,13,Irthlingborough
NN9 5UF,52.327466,-0.611127,,7,3,Irthlingborough
NN9 5UG,52.327789,-0.609854,,10,5,Irthlingborough
NN9 5UH,52.337484,-0.592553,,36,1,Crow Hill Housing Estate
NN9 5UJ,52.328724,-0.610295,,28,10,Irthlingborough
NN9 5UL,52.320496,-0.627103,,177,71,Irthlingborough
NN9 5UN,52.320036,-0.628526,,50,20,Irthlingborough
NN9 5UP,52.332594,-0.605287,,104,41,
NN9 5UQ,52.327168,-0.611034,,2,2,Irthlingborough
NN9 5US,52.33794,-0.600685,,6,4,Crow Hill Housing Estate
NN9 5UT,52.339437,-0.598832,,91,36,Crow Hill Housing Estate
NN9 5UU,52.34177,-0.60196,,4,1,
NN9 5UW,52.331561,-0.615299,,70,27,Irthlingborough
NN9 5UX,52.337243,-0.601545,,12,5,Crow Hill Housing Estate
NN9 5UY,52.337575,-0.602531,,62,27,Crow Hill Housing Estate
NN9 5UZ,52.338653,-0.602983,,93,38,Crow Hill Housing Estate
NN9 5WA,52.33666,-0.655414,,14,11,Finedon
NN9 5WB,52.325302,-0.610886,,6,6,Irthlingborough
NN9 5WD,52.323451,-0.619939,,13,9,Irthlingborough
NN9 5WE,52.336792,-0.656409,,28,20,Finedon
NN9 5WQ,52.323451,-0.619939,,13,9,Irthlingborough
NN9 5XA,52.338475,-0.597778,,121,43,Crow Hill Housing Estate
NN9 5XB,52.337318,-0.597271,,69,30,Crow Hill Housing Estate
NN9 5XD,52.337228,-0.598742,,36,10,Crow Hill Housing Estate
NN9 5XE,52.337696,-0.598844,,104,44,Crow Hill Housing Estate
NN9 5XF,52.339617,-0.594791,,99,39,Crow Hill Housing Estate
NN9 5XG,52.340079,-0.596111,,29,18,Crow Hill Housing Estate
NN9 5XH,52.339631,-0.597433,,110,36,Crow Hill Housing Estate
NN9 5XJ,52.339898,-0.598011,,19,6,Crow Hill Housing Estate
NN9 5XL,52.339112,-0.596906,,55,19,Crow Hill Housing Estate
NN9 5XQ,52.34067,-0.59715,,20,8,Crow Hill Housing Estate
NN9 5XU,52.32843,-0.613577,,13,5,Irthlingborough
NN9 5XW,52.325791,-0.618575,,90,36,Irthlingborough
NN9 5XY,52.336247,-0.72328,,18,7,Little Harrowden
NN9 5XZ,52.339563,-0.596275,,45,18,Crow Hill Housing Estate
NN9 5YA,52.316709,-0.617699,,37,17,Irthlingborough
